Page,Source,Device Category,Landing Page,Social Source Referral,Pageviews,Sessions,Connect to Provider (Goal 1 Completions),Avg. Time on Page,Hits,Session Duration,Users
/blog/falls-are-preventable-heres-how/?fbclid=IwAR0a8vE9ogUUM9FUy_RxE1M26y0KvwexJA08CakEZ7UfRwhuLU-xQJ8YA28,lm.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR0a8vE9ogUUM9FUy_RxE1M26y0KvwexJA08CakEZ7UfRwhuLU-xQJ8YA28,Yes,2,1,0,118.00,2,277.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR0d_Aw8NJtI7YBCAagGbC3V0hygCAXLnirjtQ65W-2aVwAlEkWA_AkVQXE_aem_AV1E_a4WvvWJpAeD0ry4wq_K3iqboHtLK6TL5KOiBaQuialTI_njtNKSgXecHDyk5QwV5VLy0uYbJdF5YgxuPPQ01a50R-7XnMfGyDRDMxn_PbqmbHJ756WJMn574C__eUs,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR0d_Aw8NJtI7YBCAagGbC3V0hygCAXLnirjtQ65W-2aVwAlEkWA_AkVQXE_aem_AV1E_a4WvvWJpAeD0ry4wq_K3iqboHtLK6TL5KOiBaQuialTI_njtNKSgXecHDyk5QwV5VLy0uYbJdF5YgxuPPQ01a50R-7XnMfGyDRDMxn_PbqmbHJ756WJMn574C__eUs,Yes,2,2,0,167.00,2,167.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR0fTwkvFd1mBMlNNx0Yl2igCJuFSbwDb-mJhVjKIFwLgTETcyP7ZprGaKA_aem_AXF03O5sMjX3RULYhG_X1-vjjt5EbGa4xAVBi6BbkqTIEdaKLeB5ZnB4Pe0eri1KYNx32k9jhB-IZgXh_Llwucdu1tJbYLFuzmvVH9lvq37493E6a7sle8ckb75WKIRKKSA,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR0fTwkvFd1mBMlNNx0Yl2igCJuFSbwDb-mJhVjKIFwLgTETcyP7ZprGaKA_aem_AXF03O5sMjX3RULYhG_X1-vjjt5EbGa4xAVBi6BbkqTIEdaKLeB5ZnB4Pe0eri1KYNx32k9jhB-IZgXh_Llwucdu1tJbYLFuzmvVH9lvq37493E6a7sle8ckb75WKIRKKSA,Yes,2,1,0,165.00,2,442.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR0icySYva2OuXap36DBQHG15Blzhzr5c6P56zIRCPcHvWaRtiE67M4ifB4,l.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR0icySYva2OuXap36DBQHG15Blzhzr5c6P56zIRCPcHvWaRtiE67M4ifB4,Yes,2,1,0,81.00,2,81.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR0K5TnipQOTlUc7R3WzP9DivuOXZRIBwBl86-oKTWR0zAxuOtye90-2K7k_aem_AbeJ8UfWwcT1v4LzMpkSJs79zLPelJrgtECJeVkFi3QtH46UygxJaNmHSgZrNgzodIjS-hcxkNOllh7J8QqAOmPodjRs2318OOXM88KBAoD-GGEMv3JbblpENqO-eQDKozE,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR0K5TnipQOTlUc7R3WzP9DivuOXZRIBwBl86-oKTWR0zAxuOtye90-2K7k_aem_AbeJ8UfWwcT1v4LzMpkSJs79zLPelJrgtECJeVkFi3QtH46UygxJaNmHSgZrNgzodIjS-hcxkNOllh7J8QqAOmPodjRs2318OOXM88KBAoD-GGEMv3JbblpENqO-eQDKozE,Yes,2,1,0,294.00,2,439.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR0lKFuMJS6rcdJfUIfzLMlgBZQLNy-8o8BDFIoDzGE-1ghkGOiN0-U4nq4_aem_AawrBKE9jRbxVJABtivqrVTasn8NKddPoC3aAVG24yxoAmfjkuP0wPw8dfnT0MR_9D1IbuR2z-_LBDERn4jbb6erjYt_DIZEj1Ii3VGxrdOwe0a9-jVT72ve5odJcyjwK5I,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR0lKFuMJS6rcdJfUIfzLMlgBZQLNy-8o8BDFIoDzGE-1ghkGOiN0-U4nq4_aem_AawrBKE9jRbxVJABtivqrVTasn8NKddPoC3aAVG24yxoAmfjkuP0wPw8dfnT0MR_9D1IbuR2z-_LBDERn4jbb6erjYt_DIZEj1Ii3VGxrdOwe0a9-jVT72ve5odJcyjwK5I,Yes,2,1,0,25.00,2,25.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR0NgXDxToUIKQHjYcDk-zzhLz3a5OO3b4Te-Y4d0Hd0VDWgEUbl4AOJAsE,l.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR0NgXDxToUIKQHjYcDk-zzhLz3a5OO3b4Te-Y4d0Hd0VDWgEUbl4AOJAsE,Yes,2,1,0,171.00,2,224.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR0yEe-Qs_3iNWFZKn4UGmOmjJNLvyGrHTzNGHCQ5RoX8t38lGORLHbrTkk,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR0yEe-Qs_3iNWFZKn4UGmOmjJNLvyGrHTzNGHCQ5RoX8t38lGORLHbrTkk,Yes,2,2,0,0.00,2,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR0yF64HM5VLN4chOmVO0ydcTEsbvxoLzgw9ESR_rggKFPcU5PTiBN9LPh8,lm.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR0yF64HM5VLN4chOmVO0ydcTEsbvxoLzgw9ESR_rggKFPcU5PTiBN9LPh8,Yes,2,1,0,147.00,2,284.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR0Zfm5Vyta2oQJkXecMruGlMmx5g4Pi-Gix3_dcgBrbVpK8rn5E56DfwPc_aem_AeW3ECvjloxPvLPpSGLeiThG74rUlSV3hZnXgPTrRsWNfUFWYy97ABQwaVGDzH5gdm6A5q26zD18eLKyYZRAqrdXAlVFivWg4aXlyG4amNSEpGWQAFIa90glBqMHoT10i58,(direct),desktop,/blog/falls-are-preventable-heres-how/?fbclid=IwAR0Zfm5Vyta2oQJkXecMruGlMmx5g4Pi-Gix3_dcgBrbVpK8rn5E56DfwPc_aem_AeW3ECvjloxPvLPpSGLeiThG74rUlSV3hZnXgPTrRsWNfUFWYy97ABQwaVGDzH5gdm6A5q26zD18eLKyYZRAqrdXAlVFivWg4aXlyG4amNSEpGWQAFIa90glBqMHoT10i58,No,2,2,0,146.50,2,293.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR1_OZ2kfs0FqTsI8EHsqhFiJ1YrM-F_St7QWb_8jRqtv4V9AlfKXsAedU8_aem_AWbecxMkJzS4pNi-UxeMXaLSimcwV78e4JNDEYuKT-u8PltOJKFIf6PlzidgpTjRmT2jOpReoZdQxPafzuUP74309dlLvqIe_KTVA94gspyAqsw_f2vwnK8mzKYEyacT2m8,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR1_OZ2kfs0FqTsI8EHsqhFiJ1YrM-F_St7QWb_8jRqtv4V9AlfKXsAedU8_aem_AWbecxMkJzS4pNi-UxeMXaLSimcwV78e4JNDEYuKT-u8PltOJKFIf6PlzidgpTjRmT2jOpReoZdQxPafzuUP74309dlLvqIe_KTVA94gspyAqsw_f2vwnK8mzKYEyacT2m8,Yes,2,2,0,407.50,2,1745.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR13Fa8f7gexGvoDhe1NYvpiJDo96wPEIu5H-0ao8XKTX1tLGa46B6JXhe4_aem_ASDrzeFdr85oOmJOHkA3YelnIaOPQtQVf2WGlYLzrZzJP3m32fCij18oE1UnU1BKqMVgA4Zntc2izhACCb_R9SHWFkLbVTtKYUbggk7NjyKXh4bW6iCbs5254t7FHzMdrfw,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR13Fa8f7gexGvoDhe1NYvpiJDo96wPEIu5H-0ao8XKTX1tLGa46B6JXhe4_aem_ASDrzeFdr85oOmJOHkA3YelnIaOPQtQVf2WGlYLzrZzJP3m32fCij18oE1UnU1BKqMVgA4Zntc2izhACCb_R9SHWFkLbVTtKYUbggk7NjyKXh4bW6iCbs5254t7FHzMdrfw,Yes,2,1,0,175.00,2,589.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR1HJX76-_wtjWrHQhy3TbjtbdlgKbfQNVFdZbFvnZnqsJp1j4UtTr-dgxE,l.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR1HJX76-_wtjWrHQhy3TbjtbdlgKbfQNVFdZbFvnZnqsJp1j4UtTr-dgxE,Yes,2,2,0,0.00,2,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR1I0tCBnuBja1NojYp8adP4pPjcyIAgREjfJDAmhbqHiqoLYeiwb2-dzQo_aem_ASldJ5QH82DHsJFTOM2STFlv50vqUMVAQihQ0cqT14srIJ6imHSdY0zeEeE0-T9YvUg68M18a2gvurv2AYJ2xfu5UVs8ET6UHKxkX7E4DXO_nS5EBAd4bkri-f1X85PmV-k,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR1I0tCBnuBja1NojYp8adP4pPjcyIAgREjfJDAmhbqHiqoLYeiwb2-dzQo_aem_ASldJ5QH82DHsJFTOM2STFlv50vqUMVAQihQ0cqT14srIJ6imHSdY0zeEeE0-T9YvUg68M18a2gvurv2AYJ2xfu5UVs8ET6UHKxkX7E4DXO_nS5EBAd4bkri-f1X85PmV-k,Yes,2,1,0,192.00,2,272.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR1kkutWqgcaZUIuSVOyL5DxRBb96hn-V5_A7Euxo295aVJFqNOKAExwqnc,lm.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR1kkutWqgcaZUIuSVOyL5DxRBb96hn-V5_A7Euxo295aVJFqNOKAExwqnc,Yes,2,1,0,588.00,2,588.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR1PIWV9oWFS2twYBgl7Hmpy_Bf-woEYrW8aWp4kS7bJExxpZU1vcwiNM8Y_aem_AcrG0nFs0cIApgLX1qjmS40N-njVhmTm6L7dmfWQ8s8uzPm4WLMVPRejiytyVnele5QJYrVMEYPDS17Vl4AF38O5YjqKtVRTDPh40kkHhmbPPtJ0d37iWM6Cq6Jj4VnamJY,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR1PIWV9oWFS2twYBgl7Hmpy_Bf-woEYrW8aWp4kS7bJExxpZU1vcwiNM8Y_aem_AcrG0nFs0cIApgLX1qjmS40N-njVhmTm6L7dmfWQ8s8uzPm4WLMVPRejiytyVnele5QJYrVMEYPDS17Vl4AF38O5YjqKtVRTDPh40kkHhmbPPtJ0d37iWM6Cq6Jj4VnamJY,Yes,2,1,0,609.00,2,609.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR1ZUmdNtrJYNaydhcNjpa0wMmhMR0VU5G4udomNpFHXmNAfxyl4iQlhjcw,l.facebook.com,desktop,/blog/falls-are-preventable-heres-how/?fbclid=IwAR1ZUmdNtrJYNaydhcNjpa0wMmhMR0VU5G4udomNpFHXmNAfxyl4iQlhjcw,Yes,2,1,0,189.00,2,255.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR26AvhVP-R-hYW_YO2Ne2rSdIFTt-Szxl1uf48lkTNYBS4KZr2BOo80oNU,lm.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR26AvhVP-R-hYW_YO2Ne2rSdIFTt-Szxl1uf48lkTNYBS4KZr2BOo80oNU,Yes,2,2,0,23.00,2,71.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2AIgtAJk0AChdbNU9hbN30MmSfHu7wLJzb1ZGDK9GPkvcJNJf0Ed0OA2U,lm.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2AIgtAJk0AChdbNU9hbN30MmSfHu7wLJzb1ZGDK9GPkvcJNJf0Ed0OA2U,Yes,2,1,0,245.00,2,329.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2DDnTPzVQLu8kbP89L5Cw3iycrjqr44tQhDgG2EQd4BfPmw3AJP00zReA,l.facebook.com,desktop,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2DDnTPzVQLu8kbP89L5Cw3iycrjqr44tQhDgG2EQd4BfPmw3AJP00zReA,Yes,2,1,0,44.00,2,44.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2JfcVmdPU4lcIz6qJTG9wzWiWbGdNH6CWxF8pU-pV6P5LSj3lLm7QblP4_aem_AT5aFd7V8EQv4rWRY5_YTZvbFTQan3uC0IcDgDxtJM4P4stKw0k2ydDIw9rCQwmZUWSm41hib1qhczHnbEME-ARiSuWzeA8LYrtnzKLT7iEyeMGn2N-XbIF4xVAzK2AZOcw,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2JfcVmdPU4lcIz6qJTG9wzWiWbGdNH6CWxF8pU-pV6P5LSj3lLm7QblP4_aem_AT5aFd7V8EQv4rWRY5_YTZvbFTQan3uC0IcDgDxtJM4P4stKw0k2ydDIw9rCQwmZUWSm41hib1qhczHnbEME-ARiSuWzeA8LYrtnzKLT7iEyeMGn2N-XbIF4xVAzK2AZOcw,Yes,2,1,0,102.50,2,419.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2KXd4zwGIBUlGaVzYCPavO55X9elCiNs2zjQBw7UnCjA_MqCOPOYRi9YA,lm.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2KXd4zwGIBUlGaVzYCPavO55X9elCiNs2zjQBw7UnCjA_MqCOPOYRi9YA,Yes,2,1,0,159.00,2,159.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2KYzfoqOnFThTvApx9HRmJ3KuTBBvl292E9-RGKZxovSnNcFGkCCgCf3o_aem_AYCWooUom0k302C-lW1ewgBxiedDo-EcSQ5UzutFKORZ9MQVYEKYf4yF3TupQQPbc9GjTXVTsaW8aouaXtloSGPz0gFQ4d-ivDi7TTGBEZZBOVnkIJnG7EhXoC6PGffQnho,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2KYzfoqOnFThTvApx9HRmJ3KuTBBvl292E9-RGKZxovSnNcFGkCCgCf3o_aem_AYCWooUom0k302C-lW1ewgBxiedDo-EcSQ5UzutFKORZ9MQVYEKYf4yF3TupQQPbc9GjTXVTsaW8aouaXtloSGPz0gFQ4d-ivDi7TTGBEZZBOVnkIJnG7EhXoC6PGffQnho,Yes,2,1,0,227.00,2,249.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2qdqksRi7zCs32-20kH5Tl12ToYnB1FDonziSNXRUfI9_6X4Zrft_WJUU,l.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2qdqksRi7zCs32-20kH5Tl12ToYnB1FDonziSNXRUfI9_6X4Zrft_WJUU,Yes,2,2,0,234.00,2,234.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2R5x67ZbN2Viurld1VOBHSW_Al3qt3vIvsrVh_zHB8lI8YYXT0l5U-kTU_aem_AY2KOYxyCyhLOtEbb8LcXY5TuG1HYS4Tb3dt1oUkU956czL1_966zWLP7dvTE5SVzRwDiB4jM0NP0JaFDg07sbU2zJuX8sBuQQ-Rb0pZRRy8h8vBZqnPquN9_iU0BW2lYGY,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2R5x67ZbN2Viurld1VOBHSW_Al3qt3vIvsrVh_zHB8lI8YYXT0l5U-kTU_aem_AY2KOYxyCyhLOtEbb8LcXY5TuG1HYS4Tb3dt1oUkU956czL1_966zWLP7dvTE5SVzRwDiB4jM0NP0JaFDg07sbU2zJuX8sBuQQ-Rb0pZRRy8h8vBZqnPquN9_iU0BW2lYGY,Yes,2,1,0,163.00,2,163.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR2vy4emo4Uv1RWqEegX1ogJk26o6fG2lx7D6dbWmat7Vp8ljHIHhFFTRg8,l.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR2vy4emo4Uv1RWqEegX1ogJk26o6fG2lx7D6dbWmat7Vp8ljHIHhFFTRg8,Yes,2,2,0,418.00,2,609.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR38F_o_F0q2zAVQ7bjydS3Itr2OLDEID9PNSkuQRFKxmYEZWtHFWNt7_g0,lm.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR38F_o_F0q2zAVQ7bjydS3Itr2OLDEID9PNSkuQRFKxmYEZWtHFWNt7_g0,Yes,2,1,0,39.00,2,59.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3E0nwwTOFre1DSkUaBdgnJeIi5Sz0uJiQwvgXzWmvrpc4DzXyDO1XkXdM_aem_AfwgcIj87YFy8FCMyCTJQxjytUkbZgKBA6j00ejzMZGr_d0nN1hRGWIi_TRigIpaji_vj719ENT6QWfGc9UW6CsWzK8vXd4JLZHoZUtmpjBHHtUvycHLFr7vIFAPNNIYW2Y,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3E0nwwTOFre1DSkUaBdgnJeIi5Sz0uJiQwvgXzWmvrpc4DzXyDO1XkXdM_aem_AfwgcIj87YFy8FCMyCTJQxjytUkbZgKBA6j00ejzMZGr_d0nN1hRGWIi_TRigIpaji_vj719ENT6QWfGc9UW6CsWzK8vXd4JLZHoZUtmpjBHHtUvycHLFr7vIFAPNNIYW2Y,Yes,2,2,0,0.00,2,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3E2P2CpGlysRBlFh7-KuEQBCBDrqGpmUkjosf3v_2U8GRybfBD5qop1Do_aem_ASnuIgt_tdAHExHOo2ts6udyFdcfLyDiJag6xxaSjHI4ZeROocsHwITNnJjCUJUhAzXw4H6ghovwFYEMpl7djD2tSK09IfmsereuhwD-awzAv6r5a461ltGrgzCru3APjQk,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3E2P2CpGlysRBlFh7-KuEQBCBDrqGpmUkjosf3v_2U8GRybfBD5qop1Do_aem_ASnuIgt_tdAHExHOo2ts6udyFdcfLyDiJag6xxaSjHI4ZeROocsHwITNnJjCUJUhAzXw4H6ghovwFYEMpl7djD2tSK09IfmsereuhwD-awzAv6r5a461ltGrgzCru3APjQk,Yes,2,1,0,190.00,4,190.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3GLQQn1T36aKZDzU6mVDgIPnYGcX4uLhZVVsP_v_hjuv1B8L2p1RlbW2c_aem_AVc8-aMcLehvfy6aORKdFO9MJz5Hj5w7bROYidjAFjeFbNZyHm2DbymN7ClgH1Os_TwD1eFMxL2lSIDUB3jaPXeb3r59t3o-Ie6bMeiF6ugXSgbpcHrnkhimYtmLfOaU9cM,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3GLQQn1T36aKZDzU6mVDgIPnYGcX4uLhZVVsP_v_hjuv1B8L2p1RlbW2c_aem_AVc8-aMcLehvfy6aORKdFO9MJz5Hj5w7bROYidjAFjeFbNZyHm2DbymN7ClgH1Os_TwD1eFMxL2lSIDUB3jaPXeb3r59t3o-Ie6bMeiF6ugXSgbpcHrnkhimYtmLfOaU9cM,Yes,2,1,0,302.00,2,302.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3H3-mg09r1H4MXTkcoSFZVmbvTCM0Irv34GsWlpUtA4Lb_GosE5sfOkFM_aem_ASlJlESHhYGhRyrm3vl1Ycizvmg3rc1tp5ymTi8ogA_z4jkluZgKIpeiNtDT5l3spK9hMgQBdB50Hn1ftpdLvzcYAu5ckaQPmWC9xhLX2c5Fpj1y8d50kGncgaC8ti3-a6s,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR1LQpa4_KDKjYpj0vt6BA3GF2-5JUHK7ZoBZhZkGF_MC5XqOTdwEItkuw4_aem_ASlmnRqVzunTCkHZ6vUWXAOyKK1obRKNFbO4UKd68n8SPjX2Ov8LtRe5KcG2w5j07qcmFyOGfsMVKFT7x4nCrYddZc1Zi7q326kfomvKShpfmBAKdJwWFUoMyyPr3UnwjJc,Yes,2,0,0,50.50,2,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3iEnGkhD5k_cpiu8gSB02GYDGTuvP9vCSnh9RrTeBk94nmUeHbbEwKN9o,l.facebook.com,desktop,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3iEnGkhD5k_cpiu8gSB02GYDGTuvP9vCSnh9RrTeBk94nmUeHbbEwKN9o,Yes,2,1,0,52.00,2,52.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3JS3kELSLZEOC95vu_e3UptLAeeimGCgsqetvYo8fPQ4rHn4ubtflC6rw_aem_AQk5lGGCa9bqruOP-IEcKLZjKi_sX67u0Xp30YksAIUYTB8lsb3vodZmRZi33FJe9UqP6TWdCAgA7-F_ryEdCLlJx4ALgS5jtz3uKvtd2dodrg6QlHVXtvEOewoW5fMWqhk,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3JS3kELSLZEOC95vu_e3UptLAeeimGCgsqetvYo8fPQ4rHn4ubtflC6rw_aem_AQk5lGGCa9bqruOP-IEcKLZjKi_sX67u0Xp30YksAIUYTB8lsb3vodZmRZi33FJe9UqP6TWdCAgA7-F_ryEdCLlJx4ALgS5jtz3uKvtd2dodrg6QlHVXtvEOewoW5fMWqhk,Yes,2,1,0,9.00,2,9.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3w6UzGk5gKXdJ82XMZYRZv1SZuedj2BZQ6zhn4zBdljeJg5xDuPYA97Ng_aem_Acv4mbhelo8AEoPIuUy_SL4o2A6cJYY9fRlplYUdE6PnevpUh4PSOlpMM7Hd-ghlgLVMWCnzBB3irBHfSCYd5xayUA2DvZ3UgNXUxY2a8Z9_pdd_OzDaQgIFXF6VfUV8Ulk,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3w6UzGk5gKXdJ82XMZYRZv1SZuedj2BZQ6zhn4zBdljeJg5xDuPYA97Ng_aem_Acv4mbhelo8AEoPIuUy_SL4o2A6cJYY9fRlplYUdE6PnevpUh4PSOlpMM7Hd-ghlgLVMWCnzBB3irBHfSCYd5xayUA2DvZ3UgNXUxY2a8Z9_pdd_OzDaQgIFXF6VfUV8Ulk,Yes,2,1,0,677.00,2,2113.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3wSKQ1X2uyMNKPcxKEy7kr9ZrVFt_3mGwvXYv5ndIIIM4FMCOVfk_In3E,l.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3wSKQ1X2uyMNKPcxKEy7kr9ZrVFt_3mGwvXYv5ndIIIM4FMCOVfk_In3E,Yes,2,1,0,105.00,2,185.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3zZYt0pj8qpX_yfqWCwZiAmEm2O1w38NpDy0FtMd8XtFng_PSHL6Zxb6g_aem_Aayk_NJLYnAmljyB-aXvMmxa8XIifTgy0CM6kblHrfmrht-qMKz7bJfHGupnXWKBmZDkxY5by2LU033kvWSDmH7ajjFPq91LqTkbZtVXbIHH7sWMKput7jxRN4PwbKpwnjo,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3zZYt0pj8qpX_yfqWCwZiAmEm2O1w38NpDy0FtMd8XtFng_PSHL6Zxb6g_aem_Aayk_NJLYnAmljyB-aXvMmxa8XIifTgy0CM6kblHrfmrht-qMKz7bJfHGupnXWKBmZDkxY5by2LU033kvWSDmH7ajjFPq91LqTkbZtVXbIHH7sWMKput7jxRN4PwbKpwnjo,Yes,2,1,0,375.00,2,375.00,1
/blog/formal-vs-informal-caregiving/,(direct),mobile,/blog/formal-vs-informal-caregiving/,No,2,2,0,0.00,2,0.00,2
/blog/home-modifications-for-comfort-safety/,google,mobile,/guide-to-aging-in-place/,No,2,0,0,22.00,2,0.00,1
/blog/home-modifications/,(direct),desktop,/,No,2,0,0,27.50,2,0.00,1
/blog/home-modifications/,google,mobile,/blog/home-modifications/,No,2,2,0,0.00,2,0.00,2
/blog/how-do-people-get-paid-to-take-care-of-a-family-member/,(direct),mobile,/blog/how-do-people-get-paid-to-take-care-of-a-family-member/,No,2,1,0,436.00,2,436.00,1
/blog/how-do-people-get-paid-to-take-care-of-a-family-member/,google,desktop,/provider/adams-county-aging-network-acan/,No,2,0,0,74.00,2,0.00,1
/blog/how-do-people-get-paid-to-take-care-of-a-family-member/,google,tablet,/blog/how-do-people-get-paid-to-take-care-of-a-family-member/,No,2,1,0,43.00,2,72.00,1
/blog/im-sorry-i-changed-my-medicare-advantage-plan-and-i-want-my-old-one-back/,google,desktop,/blog/im-sorry-i-changed-my-medicare-advantage-plan-and-i-want-my-old-one-back/,No,2,1,0,36.00,2,55.00,1
/blog/resources-for-coloradans-with-hearing-or-vision-loss/,google,desktop,/blog/resources-for-coloradans-with-hearing-or-vision-loss/,No,2,2,0,218.00,2,3338.00,2
/blog/seniors-and-roommates/,dailynews.com,mobile,/blog/seniors-and-roommates/,No,2,2,0,99.00,2,99.00,2
/blog/seniors-and-roommates/,srcaging.org,mobile,/,No,2,0,0,63.00,2,0.00,1
/blog/service_area/denver-metro-area/page/3/,google,mobile,/blog/service_area/denver-metro-area/page/4/,No,2,0,0,28.00,2,0.00,1
/blog/service_area/northwest-counties/,alittlehelp.org,desktop,/participating-providers/,No,2,0,0,49.50,2,0.00,1
/blog/spotting-and-avoiding-fraud-and-scams-targeting-seniors/,google,mobile,/blog/spotting-and-avoiding-fraud-and-scams-targeting-seniors/,No,2,2,0,0.00,2,0.00,2
/blog/technology-and-aging/,(direct),desktop,/,No,2,0,0,13.00,2,0.00,1
/blog/the-ins-and-outs-of-reverse-mortgages/,google,desktop,/,No,2,0,0,0.00,2,0.00,2
/blog/the-other-aaas-not-the-one-that-helps-you-with-your-car/,hs_email,desktop,/,No,2,0,0,115.00,3,0.00,2
/blog/the-other-aaas-not-the-one-that-helps-you-with-your-car/,hs_email,desktop,/blog/5-best-reasons-to-write-your-own-obituary/,No,2,0,0,29.00,2,0.00,1
/blog/the-straight-scoop-on-reverse-mortgages/,hs_email,desktop,/blog/the-straight-scoop-on-reverse-mortgages/,No,2,1,0,33.00,2,90.00,1
/blog/what-exercise-and-fitness-routines-make-sense-for-seniors/,(direct),desktop,/blog/what-exercise-and-fitness-routines-make-sense-for-seniors/,No,2,2,0,0.00,2,0.00,2
/blog/what-exercise-and-fitness-routines-make-sense-for-seniors/,(direct),tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR0h3p40K5TZvSVKQ0GHkyOYCxfQ2F_ShnTpwWaPpxGmY3CV5fpngkVxQG8_aem_AbTtDgCxBFPiF7eejpSZCMVhhcP6TnhdzxAkjzTotPrGIB2MmSvhZ4hNdCPR8cLunRx92erP2g34KKetBVWA6ZiSsrrxeuaV1wD3EP1UaHkRixVVvTfIUTu3gtUoR5avaXw,No,2,0,0,283.00,2,0.00,1
/blog/what-exercise-and-fitness-routines-make-sense-for-seniors/,(direct),tablet,/blog/what-exercise-and-fitness-routines-make-sense-for-seniors/,No,2,2,0,0.00,2,0.00,1
